country,year,corruption_index,homicide_rate,GDP,total_fisheries_per_ton,total_military,population,unemployment_rate,totalgr,industryofgdp
CHN,2001,3.5,1.996648031,1053.108243,44300000,3810000,1271850000,3.802000046,NA,0.447934341
CHN,2002,3.5,2.009863821,1148.50829,46300000,3770000,1280400000,4.243000031,NA,0.44450579
CHN,2003,3.4,1.85455293,1288.643252,48200000,3750000,1288400000,4.581999779,NA,0.456228144
CHN,2004,3.4,1.867680969,1508.668098,50700000,3755000,1296075000,4.493999958,NA,0.459002262
CHN,2005,3.2,1.56074306,1753.417829,52500000,3755000,1303720000,4.514999866,0.255817588,0.470225901
CHN,2006,3.3,1.342863413,2099.229435,54600000,3605000,1311020000,4.431000233,0.26829083,0.475573849
CHN,2007,3.5,1.197553727,2693.969827,56200000,2885000,1317885000,4.347000122,0.34565066,0.468841577
CHN,2008,3.6,1.094217934,3468.304463,57800000,2885000,1324655000,4.586999893,0.262443179,0.469711626
CHN,2009,3.6,1.077529358,3832.235952,60500000,2945000,1331260000,4.71999979,0.269803908,0.459571494
CHN,2010,3.5,0.97968265,4550.453596,63500000,2945000,1337705000,4.526000023,0.271255564,0.464978224
CHN,2011,3.6,0.872867465,5618.132491,66200000,2945000,1344130000,4.547999859,0.27470297,0.465292878
CHN,2012,39,0.815340829,6316.918863,70400000,2993000,1350695000,4.570000172,0.2827358,0.454229827
CHN,2013,40,0.764431884,7050.64592,73700000,2993000,1357380000,4.590000153,0.285828441,0.441767044
CHN,2014,36,0.720495296,7678.599432,76100000,2993000,1364270000,4.609000206,0.287321145,0.430855653
CHN,2015,37,0.653944197,8066.942424,78800000,2843000,1371220000,4.629000187,0.287401493,0.408413372
CHN,2016,40,0.610586892,8147.938148,81500000,2695000,1378665000,4.534999847,0.282547161,0.395806189
CHN,2017,41,0.562271461,8879.438149,NA,2695000,1386395000,4.440999985,0.283098943,0.398517059
CHN,2018,39,0.527090789,9976.676822,NA,NA,1392730000,4.276000023,NA,0.396870119
CHN,2019,41,NA,10261.67913,NA,NA,1397715000,4.320000172,NA,0.389725403
CIV,1993,NA,NA,832.2827452,70174,15000,13271643,5.839000225,0.123284051,0.227538925
CIV,1994,NA,NA,605.2635873,74095,15000,13735433,4.938000202,0.137394798,0.210398239
CIV,1995,NA,NA,774.6712121,70575,15000,14199762,4.099999905,0.149980488,0.20768
CIV,1996,NA,NA,827.7620057,73839,15000,14665127,4.112999916,0.148234907,0.204183519
CIV,1997,NA,NA,774.7276313,67617,15000,15130663,4.103000164,0.145093838,0.236500301
CIV,1998,3.1,NA,809.0126883,73390,15000,15589414,4.099999905,0.139933641,0.227777679
CIV,1999,NA,NA,771.968406,79273,15000,16032573,4.334000111,0.124519398,0.219064613
CIV,2000,2.7,NA,651.3059068,81520,NA,16454668,4.514999866,0.12046778,0.215044797
CIV,2001,2.4,NA,664.1276663,77030,NA,16853026,4.715000153,0.121382721,0.212767921
CIV,2002,2.7,NA,716.5302656,70676,NA,17231539,4.974999905,0.122306615,0.211038855
CIV,2003,3.7,NA,869.7125993,69769,NA,17599610,5.193999767,0.112213959,0.21073521
CIV,2004,2,NA,921.2012673,55267,18000,17970494,5.357999802,0.124408111,0.220105746
CIV,2005,1.9,NA,930.8298181,43531,19000,18354514,5.506000042,0.125716319,0.228168431
CIV,2006,2.1,NA,949.1318328,55696,NA,18754916,5.572999954,0.134269565,0.235321621
CIV,2007,2.1,NA,1061.154026,48590,19000,19171237,5.653999805,0.146773065,0.232717154
CIV,2008,2,NA,1235.613366,54945,19000,19605569,5.823999882,0.143795273,0.243910513
CIV,2009,2.1,NA,1210.295426,50864,18550,20059147,6.381999969,0.133840254,0.250465652
CIV,2010,2.2,NA,1213.112645,56937,NA,20532950,6.704999924,0.131287025,0.224082683
CIV,2011,2.2,NA,1208.583026,65311,NA,21028655,6.953999996,0.137442886,0.242013666
CIV,2012,29,NA,1243.273487,72848,NA,21547188,7.22300005,0.138655572,0.240295593
CIV,2013,27,NA,1415.871758,79400,NA,22087505,4.254000187,0.142364897,0.259510523
CIV,2014,32,NA,1561.463655,79013,25000,22647683,3.647000074,0.136453127,0.27410052
CIV,2015,32,NA,1972.546108,68000,25000,23226143,3.101999998,0.144604962,0.195330603
CIV,2016,34,NA,2013.382462,72201,25000,23822714,2.598999977,0.145422041,0.19094825
CIV,2017,36,NA,2111.027076,NA,27000,24437469,3.273000002,0.14930181,0.204637989
CIV,2018,35,NA,2302.612951,NA,NA,25069229,3.210000038,0.146612679,0.21860088
CIV,2019,35,NA,2286.162777,NA,NA,25716544,3.316999912,NA,0.231816213
CMR,1993,NA,NA,1204.762973,65307,12000,12864090,8,NA,0.284897956
CMR,1994,NA,NA,801.1617038,79070,12000,13230984,8.027999878,0.13337418,0.290128737
CMR,1995,NA,NA,709.1148297,94188,23600,13599988,8.036999702,0.125226909,0.257856478
CMR,1996,2.46,NA,752.5250994,98587,22100,13970813,8.06000042,0.132875969,0.26471192
CMR,1997,NA,NA,755.2397068,102067,22100,14344449,7.916999817,0.146370377,0.264189213
CMR,1998,1.4,NA,720.7969746,106867,22100,14723768,7.787000179,0.136347121,0.265599301
CMR,1999,NA,NA,740.9965643,110067,22100,15112592,7.735000134,0.138972991,0.274913264
CMR,2000,2,2.958628702,649.9918454,112159,22100,15513945,7.585000038,0.179928215,0.299151432
CMR,2001,2,4.739809566,651.1009075,121181,31100,15928910,7.460000038,0.167400609,0.261379652
CMR,2002,2.2,6.302878692,707.8875674,130465,32100,16357602,6.703000069,0.160701107,0.269157536
CMR,2003,1.8,5.963977221,865.9581375,118186,32100,16800865,5.923999786,0.162818275,0.268920966
CMR,2004,2.1,NA,1009.94312,129395,23000,17259322,5.138000011,0.149546861,0.267115158
CMR,2005,2.2,NA,1011.880073,142747,23000,17733410,4.400000095,0.177077748,0.280926794
CMR,2006,2.3,NA,1062.137433,137667,NA,18223674,3.690999985,0.196621295,0.297074474
CMR,2007,2.4,NA,1194.06985,139158,23000,18730282,3.062999964,0.1995893,0.286401934
CMR,2008,2.3,4.030608943,1371.746708,155846,23000,19252666,3.296000004,0.200478354,0.296974829
CMR,2009,2.2,6.452779349,1314.706015,172546,23100,19789919,3.766000032,0.165859029,0.270392488
CMR,2010,2.2,4.911205986,1286.515572,181570,23200,20341241,4.110000134,0.156770716,0.271779548
CMR,2011,2.5,3.993993799,1405.094392,190571,23100,20906388,3.969000101,0.178799301,0.271917735
CMR,2012,26,4.095829947,1354.545613,199840,23200,21485266,3.836999893,0.17282568,0.281477049
CMR,2013,25,NA,1465.638843,208195,23200,22077298,3.710999966,0.179136233,0.276305027
CMR,2014,27,0.934667904,1542.620266,216575,23200,22681858,3.53399992,0.175966207,0.271397818
CMR,2015,27,1.154586912,1327.503017,225955,23400,23298368,3.506000042,0.180071984,0.251818474
CMR,2016,26,1.153530332,1364.33011,235505,23400,23926539,3.471999884,0.160123589,0.244597344
CMR,2017,25,1.388093415,1425.107818,NA,24000,24566045,3.414000034,0.166932175,0.252882783
CMR,2018,25,NA,1534.491274,NA,NA,25216237,3.357000113,0.160567386,0.257815517
CMR,2019,25,NA,1497.909176,NA,NA,25876380,3.380000114,NA,0.250479036
COD,1993,NA,NA,275.8219735,197489,40000,38815834,2.851999998,0.01245,NA
COD,1994,NA,NA,144.5950827,156547,40000,40252975,2.864000082,0.007334853,0.158719927
COD,1995,NA,NA,135.7371468,159227,65100,41576234,2.868000031,0.018754266,0.16864007
COD,1996,NA,NA,134.9819243,163610,65100,42757243,2.877000093,0.012219626,0.323539578
COD,1997,NA,NA,138.9740464,163211,77000,43827180,2.868999958,0.011673703,0.212500003
COD,1998,NA,NA,138.5863064,179874,87000,44849967,2.865999937,0.013344774,0.204456503
COD,1999,NA,NA,102.5979776,210441,92900,45919613,2.898999929,0.010136311,0.187144489
COD,2000,NA,NA,405.216253,246695,92900,47105826,2.885999918,0.011457966,0.224057063
COD,2001,NA,NA,153.5910092,234122,81400,48428545,2.884000063,0.040904253,0.300162665
COD,2002,NA,NA,175.0099651,240655,81400,49871666,2.920000076,0.052758363,0.326183369
COD,2003,NA,NA,173.7961353,237340,97800,51425580,2.924000025,0.0616361,0.288579384
COD,2004,2,NA,194.0399624,238717,64000,53068880,2.891000032,0.072771927,0.317824235
COD,2005,2.1,NA,218.3861908,237779,65000,54785903,2.848999977,0.099628135,0.317922105
COD,2006,2,NA,255.4330838,237532,NA,56578037,2.960999966,0.128041567,0.297345361
COD,2007,1.9,NA,286.3304921,237222,143000,58453683,3.08100009,NA,0.302069711
COD,2008,1.7,NA,327.5637218,234417,151000,60411195,3.256999969,NA,0.332234554
COD,2009,1.9,NA,298.6196821,231333,159000,62448574,3.687000036,NA,0.330159157
COD,2010,2,NA,334.0215726,227461,159000,64563854,3.976999998,0.151517041,0.3868915
COD,2011,2,NA,387.0824654,224220,134250,66755153,4.222000122,0.136762446,0.409427375
COD,2012,21,NA,424.6003861,220869,134250,69020747,4.485000134,0.1647449,0.402547564
COD,2013,22,NA,457.9637283,230283,134250,71358807,4.502999783,0.131004433,0.41286346
COD,2014,22,NA,486.7870819,232483,134250,73767447,4.445000172,0.152323835,0.429798479
COD,2015,22,NA,497.3169608,233682.5,134250,76244544,4.406000137,0.138437229,0.417048639
COD,2016,21,NA,471.3188404,240533,134250,78789127,4.356999874,0.120056047,0.411613816
COD,2017,21,NA,467.0742375,NA,134000,81398764,4.272999763,0.098667602,0.421917162
COD,2018,20,NA,557.0644183,NA,NA,84068091,4.19299984,0.110908485,0.438165507
COD,2019,18,NA,545.2162123,NA,NA,86790567,4.236000061,NA,0.407337398
COG,1993,NA,NA,749.6348578,46982,10000,2559873,19.8029995,0.241020918,0.352979871
COG,1994,NA,NA,672.1631948,42785,10000,2632345,19.84399986,0.234740828,0.454843438
COG,1995,NA,NA,781.5235685,45915,16700,2707537,19.8560009,0.246165499,0.448683961
COG,1996,NA,NA,912.0139881,45579,15000,2785810,19.88899994,0.278525814,0.518427329
COG,1997,NA,NA,810.077492,38181,15000,2867280,19.86100006,0.285977724,0.568636129
COG,1998,NA,NA,660.4723724,43095,15000,2951647,19.85199928,0.228675767,0.460568646
COG,1999,NA,NA,774.7116899,43699,15000,3038433,19.96100044,0.269509418,0.612709584
COG,2000,NA,NA,1029.577037,46024,15000,3127411,19.91900063,0.265823337,0.721526718
COG,2001,NA,NA,868.3399509,48894,12000,3217933,19.91300011,0.308548552,0.654884538
COG,2002,NA,NA,912.2781532,51995,12000,3310387,20.03499985,0.273172122,0.633189225
COG,2003,2.2,NA,1026.107674,53934,12000,3406922,20.04800034,0.302195098,0.611723595
COG,2004,2.3,NA,1324.219142,57096,12000,3510468,19.93799973,0.303770665,0.658644841
COG,2005,2.3,NA,1680.204588,54696,12000,3622775,19.79599953,0.388077366,0.718815212
COG,2006,2.2,NA,2064.344523,59103,NA,3745141,18.56399918,0.44426854,0.755009153
COG,2007,2.1,NA,2165.745759,59241,12000,3876119,17.41600037,0.443091256,0.732408413
COG,2008,1.9,NA,2956.264407,54169,12000,4011486,16.46299934,0.547960236,0.774136626
COG,2009,1.9,NA,2314.266025,61274,12000,4145391,16.10000038,0.302739418,0.711169493
COG,2010,2.1,NA,2812.435974,65244,12000,4273731,13.97200012,0.366788765,0.753771968
COG,2011,2.2,NA,3286.694535,73301,12000,4394844,11.89700031,0.414467404,0.766256424
COG,2012,26,NA,3032.493883,81152,12000,4510198,10,0.426854972,0.747676843
COG,2013,22,NA,3047.930773,73236,12000,4622761,10.02000046,0.450828771,0.720159035
COG,2014,23,NA,2996.918026,73572,12000,4736974,9.956000328,0.411354121,0.694170286
COG,2015,23,NA,1762.032018,69395,12000,4856095,9.911999702,0.297281904,0.546743776
COG,2016,20,NA,1815.295843,86925,12000,4980999,9.857999802,0.340584106,0.538779045
COG,2017,21,NA,1767.894521,NA,12000,5110702,9.762999535,0.278512554,0.538347026
COG,2018,19,NA,2223.854479,NA,NA,5244363,9.670000076,0.291544604,0.527232074
COG,2019,19,NA,2011.072399,NA,NA,5380508,9.472000122,NA,0.582545774
COL,1993,NA,81.04864366,1893.54205,148940.5,139000,35091275,7.800000191,NA,0.301688803
COL,1994,NA,75.72643715,2284.838749,125420.5,146000,35758979,8.25,NA,0.29114682
COL,1995,3.44,61.2853342,2539.912877,167636,233400,36421438,8.720000267,NA,0.29228924
COL,1996,2.73,62.97808899,2620.538762,160089,233300,37076387,11.81000042,NA,0.28519002
COL,1997,2.23,61.49963194,2827.379752,191763,233300,37723800,12.14000034,NA,0.270786704
COL,1998,2.2,60.18354509,2566.02406,180549,233300,38364309,15,NA,0.263922916
COL,1999,NA,62.44956983,2209.93148,180373,231000,38999471,20.05999947,NA,0.267207876
COL,2000,3.2,66.96700338,2520.480898,198847,247000,39629968,20.52000046,NA,0.273057723
COL,2001,3.8,69.15746828,2439.681836,203824,262600,40255967,15.03999996,NA,0.27222815
COL,2002,3.6,69.4477013,2396.627274,181959,262600,40875360,15.63300037,NA,0.275290128
COL,2003,3.7,56.70396437,2281.40196,191042,304600,41483869,14.18900013,NA,0.289037801
COL,2004,3.8,48.03218599,2782.62305,172564,336000,42075955,13.71700001,NA,0.297258921
COL,2005,4,42.46650308,3414.465833,182002,336000,42647723,11.86999989,NA,0.303481498
COL,2006,3.9,40.4598043,3741.093171,174129,398000,43200897,11.52600002,NA,0.3091346
COL,2007,3.8,39.32093805,4714.072541,188220,411000,43737516,11.20400047,NA,0.305790351
COL,2008,3.8,36.47047839,5472.536133,181092,411000,44254975,11.27299976,NA,0.321310911
COL,2009,3.7,35.34520875,5193.241451,187073,441828,44750054,12.06599998,NA,0.312470343
COL,2010,3.5,34.18416048,6336.709214,161535,441828,45222700,10.98400021,NA,0.313713561
COL,2011,3.4,35.31762993,7335.11051,171172,440224,45663099,10.11100006,NA,0.333021552
COL,2012,36,35.68039662,8050.058414,161629,440224,46076848,9.739999771,NA,0.334055006
COL,2013,36,33.16235475,8218.033996,160029,455750,46497267,9.052000046,NA,0.327475553
COL,2014,37,28.40888163,8114.084069,183946,455750,46969209,8.57199955,NA,0.309858527
COL,2015,37,26.89777061,6175.876132,177753,481100,47520667,8.298999786,NA,0.285894479
COL,2016,37,25.74361732,5871.223575,183314,481100,48171392,8.692000389,NA,0.276891623
COL,2017,37,25.01950323,6377.851363,NA,481000,48901066,8.871999741,NA,0.268148589
COL,2018,36,25.3438026,6718.585324,NA,NA,49648685,9.111000061,NA,0.269316007
COL,2019,37,NA,6432.387583,NA,NA,50339443,9.706999779,NA,0.26267749
COM,1993,NA,NA,1008.029494,12757,NA,449274,4.515999794,0.178742285,0.122062103
COM,1994,NA,NA,690.4717309,13537,NA,462277,4.532000065,0.180991294,0.122067565
COM,1995,NA,NA,838.171684,13109,NA,475394,4.537000179,0.142635384,0.122064532
COM,1996,NA,NA,810.5442344,12696,NA,488627,4.551000118,0.120979002,0.122066469
COM,1997,NA,NA,726.0552078,12576,NA,501953,4.539999962,0.132467074,0.12206099
COM,1998,NA,NA,718.1170893,12317,NA,515385,4.535999775,0.110780808,0.122065011
COM,1999,NA,NA,723.1850928,11818,NA,528848,4.580999851,0.110085165,0.122061288
COM,2000,NA,NA,645.8186908,12003,NA,542357,4.563000202,0.08609059,0.122062716
COM,2001,NA,NA,680.3185414,11425,NA,555888,4.56099987,0.086061649,0.122063718
COM,2002,NA,NA,744.4751724,11178,NA,569479,4.611999989,0.102253095,0.122063143
COM,2003,NA,NA,935.611518,11053,NA,583211,4.617000103,0.107144209,0.122062787
COM,2004,NA,NA,1059.176884,10987,NA,597228,4.571000099,0.107840112,0.122062937
COM,2005,NA,NA,1068.600321,10738,NA,611627,4.513000011,0.117633677,0.122064983
COM,2006,NA,NA,1113.957757,10464,NA,626425,4.390999794,0.109479662,0.122064321
COM,2007,2.6,NA,1238.461514,14401,NA,641620,4.288000107,0.118843807,0.124102413
COM,2008,2.5,NA,1387.594626,22714,NA,657229,4.254000187,0.136645902,0.12135637
COM,2009,2.3,NA,1339.337191,44745,NA,673252,4.488999844,0.140217704,0.120733281
COM,2010,2.1,NA,1316.498848,63447,NA,689692,4.547999859,0.174712937,0.117754424
COM,2011,2.4,NA,1447.963587,38180,NA,706569,4.551000118,0.14078419,0.116973086
COM,2012,28,NA,1403.34862,36296,NA,723871,4.563000202,0.167436193,0.112225696
COM,2013,28,NA,1505.349473,43732,NA,741505,4.578999996,0.244494857,0.1164829
COM,2014,26,NA,1513.830379,9256,NA,759390,4.527999878,0.141997073,0.11610874
COM,2015,26,NA,1242.60319,12674,NA,777424,4.493000031,0.188000649,0.104084082
COM,2016,24,NA,1273.058953,16407,NA,795592,4.449999809,0.138415353,0.098545181
COM,2017,27,NA,1323.81159,NA,NA,813892,4.375,0.168217115,0.091373501
COM,2018,27,NA,1415.955313,NA,NA,832322,4.302000046,0.149042398,0.088606357
COM,2019,25,NA,1393.522372,NA,NA,850886,4.335999966,NA,NA
CPV,1993,NA,NA,1339.744217,7000,1000,366053,10.62100029,0.361500734,0.225279403
CPV,1994,NA,NA,1080.162304,8256,1000,376407,10.64500046,0.372275121,0.30559189
CPV,1995,NA,NA,1261.116157,8495,1150,386284,10.65200043,0.364770108,0.282941295
CPV,1996,NA,NA,1269.120577,9255,1150,395533,10.67199993,0.308012533,0.289308075
CPV,1997,NA,NA,1213.599841,9705,1150,404259,10.65600014,0.307106498,0.26207353
CPV,1998,NA,NA,1265.194783,9424,1150,412514,10.64999962,0.278383602,0.263779037
CPV,1999,NA,NA,1408.999608,10360,1200,420452,10.7159996,0.261181316,0.23377042
CPV,2000,NA,NA,1259.323656,10586,1200,428188,10.69099998,0.223675683,0.217471908
CPV,2001,NA,NA,1292.202785,8676,1300,435709,10.68799973,0.234324808,0.191640714
CPV,2002,NA,NA,1401.903733,8851,1300,442951,10.76000023,0.289948779,0.190535136
CPV,2003,NA,3.333888982,1809.089925,8136,1300,449930,10.76799965,0.246805328,0.185259963
CPV,2004,NA,4.59902019,2024.275248,11031,1000,456617,10.70300007,0.280726432,0.182180833
CPV,2005,NA,9.50254193,2099.157484,21931,1000,463032,10.61900043,0.281285304,0.192110778
CPV,2006,NA,7.459966622,2361.385134,19826,NA,469170,10.44299984,0.286452245,0.190922781
CPV,2007,4.9,6.104402116,3186.826892,20127,1000,475060,10.28999996,0.273820577,0.169038331
CPV,2008,5.1,7.070870923,3721.250949,21119,1000,480842,10.23900032,0.280123424,0.187582071
CPV,2009,5.1,7.80821383,3517.401245,19213,1200,486671,10.58500004,0.27161702,0.1926121
CPV,2010,5.1,7.916467063,3378.25486,21412,1200,492654,10.67000008,0.280770281,0.181487065
CPV,2011,5.5,10.62426582,3740.389099,23077,1200,498856,10.93500042,0.251492036,0.177643874
CPV,2012,60,11.08381941,3447.524041,20943,1200,505235,11.21800041,0.237073495,0.170046605
CPV,2013,58,10.55223356,3615.979041,35984,1200,511748,11.51099968,0.239601042,0.175154339
CPV,2014,57,12.54158016,3588.674054,35677,1200,518269,11.69799995,0.221732252,0.187276001
CPV,2015,55,8.766246141,3043.013984,37742,1200,524743,11.9090004,0.262995129,0.181214083
CPV,2016,59,11.67300523,3130.963385,19900,1200,531146,12.10599995,0.258033158,0.171303991
CPV,2017,55,7.069780595,3292.645755,NA,1000,537497,12.23999977,0.281140655,0.181919629
CPV,2018,57,6.804422507,3617.327488,NA,NA,543767,12.17000008,0.282122376,0.192792455
CPV,2019,58,NA,3603.781794,NA,NA,549935,12.2489996,NA,0.196057641
CRI,1993,NA,4.744539184,2828.130172,19507,8000,3372298,3.953999996,0.204943603,0.274829261
CRI,1994,NA,5.26189644,3016.224348,21044,8000,3458834,4.045000076,0.199064211,0.267374248
CRI,1995,NA,5.189641926,3247.316987,24197,16200,3545534,5.176000118,0.206656626,0.266969357
CRI,1996,NA,5.203227322,3198.548672,31321,16200,3632362,6.162000179,0.20860389,0.261023102
CRI,1997,6.45,5.646752096,3375.166341,33696,15400,3718949,5.681000233,0.210144362,0.261676622
CRI,1998,5.6,5.88870402,3579.865884,32557,15400,3803887,5.327000141,0.211197912,0.261086384
CRI,1999,NA,6.305611634,3653.552719,37353,15400,3885430,5.894999981,0.222690404,0.258275986
CRI,2000,5.4,6.284119425,3772.870012,44871,15400,3962372,5.081999779,0.223560873,0.255523604
CRI,2001,4.5,6.370730929,3944.737613,44536,21900,4034074,5.914999962,0.229939153,0.253114174
CRI,2002,4.5,6.291268159,4024.6519,50937,25900,4100925,6.334000111,0.2307655,0.246701389
CRI,2003,4.3,7.204519251,4129.632791,50102,17000,4164053,6.558000088,0.230389034,0.242806769
CRI,2003,2.1,7.204519251,4129.632791,50102,17000,4164053,6.558000088,0.230389034,0.242806769
CRI,2004,4.9,6.626974247,4385.390719,44708,NA,4225155,6.390999794,0.224265893,0.247748457
CRI,2005,4.2,7.817050223,4654.824822,45527,NA,4285502,6.571000099,0.229643932,0.243762257
CRI,2006,4.1,8.077468213,5201.514095,39157,10000,4345412,5.739999771,0.238021972,0.238350293
CRI,2007,5,8.377555779,6071.789165,45516,10000,4404628,4.489999771,0.242968951,0.240130398
CRI,2008,5.1,11.4717878,6859.079022,48464,10000,4463125,4.781000137,0.246215865,0.236899604
CRI,2009,5.3,11.61314555,6760.477515,44568.3,9800,4520740,7.712999821,0.236674293,0.236450248
CRI,2010,5.3,11.51315897,8141.913127,44755,9800,4577378,7.171000004,0.231393104,0.232396769
CRI,2011,4.8,10.23076196,9121.932518,41641.5,9800,4633086,10.13899994,0.236258382,0.22320112
CRI,2012,54,8.681735059,9913.209959,42332,9800,4688000,9.784000397,0.238142698,0.21934736
CRI,2013,53,8.667026141,10490.08133,48910,9800,4742107,8.767999649,0.241806184,0.207609163
CRI,2014,54,9.947053316,10547.15186,41511.5,9800,4795396,9.059000015,0.237616105,0.20172442
CRI,2015,55,11.48973608,11299.13554,37252.5,9800,4847804,8.998999596,0.250089301,0.194218068
CRI,2016,58,11.79751705,11666.45591,37171,9800,4899345,8.597999573,0.257297293,0.191398533
CRI,2017,59,12.18192893,11814.62657,NA,10000,4949954,8.142000198,0.241541381,0.188935141
CRI,2018,56,11.2612545,12112.13442,NA,NA,4999441,9.631999969,0.26433548,0.192221552
CRI,2019,56,NA,12238.37496,NA,NA,5047561,11.85400009,NA,0.184685356
CUB,1993,NA,7.433282122,2073.094865,97708.3,175000,10789306,8.222999573,NA,0.162936588
CUB,1994,NA,8.312988348,2624.756793,93974.4,140000,10838462,8.258999825,NA,0.169145891
CUB,1995,NA,7.824951788,2794.737268,102342.2,124000,10888252,8.270000458,NA,0.179609323
CUB,1996,NA,6.691479379,2286.927382,120560.8,119000,10939293,7.610000134,NA,0.266854603
CUB,1997,NA,6.797255256,2308.146195,113168.5,79000,10989732,7.099999905,NA,0.275791427
CUB,1998,NA,7.410288851,2331.465648,98341.1,79000,11038692,6.230000019,NA,0.259190012
CUB,1999,NA,5.494072762,2558.904794,100811.1,91500,11084670,6.260000229,NA,0.253932583
CUB,2000,NA,5.275729675,2747.098575,101266,84500,11126430,5.449999809,NA,0.255350822
CUB,2001,NA,5.418876464,2837.738018,80277,72500,11164667,4.079999924,NA,0.248623842
CUB,2002,NA,5.901962773,2999.245244,59630,72500,11199651,3.309999943,NA,0.237013441
CUB,2003,6.1,5.71724484,3197.133754,60985,72500,11229183,2.329999924,NA,0.225059329
CUB,2004,3.7,5.866474246,3395.71205,59756,75000,11250365,1.853999972,NA,0.220396304
CUB,2005,3.8,6.073744853,3786.664795,50869,76000,11261582,1.950000048,NA,0.2152683
CUB,2006,3.5,5.114889203,4683.566155,54797,76000,11261248,1.912999988,NA,0.222047369
CUB,2007,4.2,5.04838764,5208.716073,67011,76000,11251122,1.787999988,NA,0.225269991
CUB,2008,4.3,4.583083971,5411.271418,65399,76000,11236971,1.582999945,NA,0.223864961
CUB,2009,4.4,5.032640459,5529.67036,64894,75500,11226709,1.669999957,NA,0.226047036
CUB,2010,3.7,4.49855258,5730.354775,55418,75500,11225832,2.5,NA,0.228936078
CUB,2011,4.2,4.752297188,6139.71933,48703.8,75500,11236670,3.180000067,NA,0.222582983
CUB,2012,48,5.516512583,6497.321113,48499.2,75500,11257101,3.460000038,NA,0.233671949
CUB,2013,46,5.973735771,6837.712892,51680.7,75500,11282720,3.289999962,NA,0.231503085
CUB,2014,46,5.306490041,7133.342095,56338.6,75500,11306902,2.700000048,NA,0.221521028
CUB,2015,47,5.465891293,7694.01192,57690,75500,11324781,2.400000095,NA,0.223531842
CUB,2016,47,5.046268637,8060.795886,52759,75500,11335109,2,NA,0.229429791
CUB,2017,47,NA,8541.210673,NA,76000,11339259,1.700000048,NA,0.243559695
CUB,2018,47,NA,8821.818891,NA,NA,11338138,1.700000048,NA,0.25117223
CUB,2019,48,NA,NA,NA,NA,11333483,1.638000011,NA,NA
CUW,1993,NA,NA,NA,NA,NA,144299,NA,NA,NA
CUW,1994,NA,NA,NA,NA,NA,144630,NA,NA,NA
CUW,1995,NA,NA,NA,NA,NA,145139,NA,NA,NA
CUW,1996,NA,NA,NA,NA,NA,146306,NA,NA,NA
CUW,1997,NA,NA,NA,NA,NA,146956,NA,NA,NA
CUW,1998,NA,NA,NA,NA,NA,144472,NA,NA,NA
CUW,1999,NA,NA,NA,NA,NA,139428,NA,NA,NA
CUW,2000,NA,NA,NA,NA,NA,133860,NA,NA,0.147899219
CUW,2001,NA,7.668417622,NA,NA,NA,129047,NA,NA,0.174657124
CUW,2002,NA,30.21335275,NA,NA,NA,129205,NA,NA,0.165039465
CUW,2003,NA,33.48335955,NA,NA,NA,131897,NA,NA,0.154831811
CUW,2004,NA,31.8538143,NA,NA,NA,134192,NA,NA,0.150273667
CUW,2005,NA,19.97909879,NA,NA,NA,137658,NA,NA,0.154098404
CUW,2006,NA,13.5529922,NA,NA,NA,141239,NA,NA,0.160921966
CUW,2007,NA,19.03660153,NA,NA,NA,144056,NA,NA,0.163959923
CUW,2008,NA,NA,NA,NA,NA,145880,NA,NA,0.152140225
CUW,2009,NA,NA,NA,NA,NA,146833,NA,NA,0.169450403
CUW,2010,NA,NA,NA,NA,NA,148703,NA,NA,0.150197289
CUW,2011,NA,NA,20146.38641,22074,NA,150831,NA,NA,0.156486779
CUW,2012,NA,NA,20587.39736,24994,NA,152088,NA,NA,0.154490976
CUW,2013,NA,NA,20462.71795,26139,NA,153822,NA,NA,0.16417271
CUW,2014,NA,NA,20258.00969,28494,NA,155909,NA,NA,0.168402303
CUW,2015,NA,NA,19951.3279,30159,NA,157980,NA,NA,0.18468313
CUW,2016,NA,NA,19555.36585,35534,NA,159664,NA,NA,0.182028563
CUW,2017,NA,NA,19457.53152,NA,NA,160175,NA,NA,0.182390834
CUW,2018,NA,NA,19573.89265,NA,NA,159800,NA,NA,0.167683029
CUW,2019,NA,NA,NA,NA,NA,157538,NA,NA,NA
CUW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,1993,NA,6.880418329,NA,445,NA,29069,NA,NA,NA
CYM,1994,NA,6.55286524,NA,125,NA,30514,NA,NA,NA
CYM,1995,NA,6.218712105,NA,125,NA,32166,NA,NA,NA
CYM,1996,NA,2.935564362,NA,110,NA,34065,NA,NA,NA
CYM,1997,NA,5.531738349,NA,125,NA,36156,NA,NA,NA
CYM,1998,NA,2.608922515,NA,125,NA,38329,NA,NA,NA
CYM,1999,NA,0,NA,125,NA,40420,NA,NA,NA
CYM,2000,NA,9.455147146,NA,125,NA,42303,NA,NA,NA
CYM,2001,NA,4.55228297,NA,125,NA,43935,NA,NA,NA
CYM,2002,NA,0,NA,125,NA,45351,NA,NA,NA
CYM,2003,NA,6.434454358,NA,125,NA,46632,NA,NA,NA
CYM,2004,NA,10.43863129,NA,125,NA,47902,NA,NA,NA
CYM,2005,NA,6.090010353,NA,125,NA,49261,NA,NA,NA
